id_movimiento,fecha,sku,refaccion,categoria,region,cantidad,costo_unitario,costo_total,lead_time_dias,critica,hubo_stockout
MOV-00576,07/04/2025,REF-116,Motor de damper,Ventilacion,Bajio,3.0,778.45,2335.35,10,No,False
MOV-00019,01/09/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,952.14,952.14,4,Si,True
MOV-00573,30/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,995.24,995.24,4,Si,False
MOV-01279,27/01/2025,REF-108,Empaque de puerta,Sello,Occidente,1.0,485.25,485.25,7,Si,True
MOV-00226,16/09/2025,REF-112,Capacitor de arranque,Electrico,Norte,2.0,242.93,485.86,4,No,False
MOV-00600,07/07/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,547.2,1094.4,7,Si,False
MOV-00420,27/04/2025,REF-115,Resistencia de deshielo,Electrico,Norte,3.0,515.45,1546.35,6,No,False
MOV-01705,26/02/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,2.0,6681.87,13363.74,14,Si,False
MOV-01303,15/12/2025,REF-111,Rele de arranque,Electrico,Norte,1.0,,171.48,3,No,False
MOV-01247,08/01/2025,REF-115,Resistencia de deshielo,Electrico,Norte,1.0,546.5,546.5,6,No,False
MOV-01791,25/01/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,3.0,1053.43,3160.29,9,No,False
MOV-01449,21/10/2025,REF-114,Valvula de expansion,Control,Norte,-1.0,1364.58,1364.58,11,No,False
MOV-00219,15/12/2025,REF-115,Resistencia de deshielo,Electrico,Sureste,2.0,,1239.66,6,No,False
MOV-00308,24/02/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,1.0,534.34,534.34,6,No,False
MOV-00157,15/12/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,177.33,177.33,3,No,False
MOV-00172,01/11/2025,REF-113,Filtro deshidratador,Filtro,Occidente,1.0,164.82,164.82,5,No,False
MOV-01467,18/12/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1405.38,1405.38,11,No,False
MOV-01429,14/07/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,195.7,195.7,3,No,False
MOV-00706,10/12/2025,REF-117,Sensor de temperatura,Control,Occidente,2.0,,651.94,4,No,False
MOV-00287,20/07/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,4.0,4781.28,19125.12,12,Si,False
MOV-01091,18/10/2025,REF-102,Compresor 1/2 HP,Compresor, Centro,1.0,6321.67,6321.67,14,Si,False
MOV-00454,29/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,4.0,1088.91,4355.64,4,Si,False
MOV-00114,07/09/2025,REF-109,Ventilador evaporador,Ventilacion,Sureste,1.0,952.87,952.87,8,No,False
MOV-00072,09/01/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6799.57,13599.14,14,Si,False
MOV-02068,14/11/2025,REF-111,Rele de arranque,Electrico,Centro,3.0,203.88,611.64,3,No,False
MOV-01437,08/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,2.0,1001.88,2003.76,4,Si,True
MOV-00083,20/07/2025,REF-111,Rele de arranque,Electrico,Norte,2.0,174.05,348.1,3,No,False
MOV-02075,24/06/2025,REF-112,Capacitor de arranque,Electrico, Bajio,2.0,275.75,551.5,4,No,False
MOV-01696,02/03/2025,REF-112,Capacitor de arranque,Electrico,Norte,2.0,249.95,499.9,4,No,False
MOV-02082,05/05/2025,REF-118,Contactor,Electrico,Norte,1.0,430.8,430.8,5,No,False
MOV-00016,16/03/2025,REF-106,Termostato digital,Control,Norte,3.0,614.68,1844.04,5,No,False
MOV-01883,10/07/2025,REF-107,Termostato mecanico,Control,Sureste,2.0,282.3,564.6,3,No,False
MOV-00536,26/09/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,5097.29,15291.87,12,Si,False
MOV-01679,20/03/2025,REF-118,Contactor,Electrico,Centro,1.0,469.79,469.79,5,No,False
MOV-00919,29/03/2025,REF-115,Resistencia de deshielo,Electrico,Sureste,2.0,514.0,1028.0,6,No,False
MOV-00452,07/05/2025,REF-114,Valvula de expansion,Control,Norte,1.0,1303.49,1303.49,11,No,False
MOV-01676,07/12/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,8977.81,17955.62,18,Si,False
MOV-00405,25/02/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,3.0,1181.76,3545.28,9,No,False
MOV-02032,21/12/2025,REF-106,Termostato digital,Control,Occidente,2.0,708.65,1417.3,5,No,False
MOV-01515,05/01/2025,REF-110,Ventilador condensador,Ventilacion,Norte,1.0,,1045.15,9,No,True
MOV-01973,01/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,2.0,1058.13,2116.26,4,Si,False
MOV-01908,02/12/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4808.65,14425.95,12,Si,False
MOV-00740,04/12/2025,REF-106,Termostato digital,Control,Centro,1.0,608.17,608.17,5,No,True
MOV-00365,23/01/2025,REF-118,Contactor,Electrico,Centro,1.0,454.18,454.18,5,No,False
MOV-01654,03/09/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,537.93,1075.86,7,Si,False
MOV-01484,31/12/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,8059.43,24178.29,18,Si,False
MOV-00105,15/06/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,910.87,910.87,8,No,True
MOV-01293,11/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1402.32,4206.96,6,Si,False
MOV-01950,20/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,4.0,1042.11,4168.44,4,Si,False
MOV-02039,31/01/2025,REF-112,Capacitor de arranque,Electrico,Centro,1.0,241.56,241.56,4,No,False
MOV-01812,08/12/2025,REF-111,Rele de arranque,Electrico,Norte,3.0,183.78,551.34,3,No,False
MOV-00662,03/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,3.0,939.25,2817.75,4,Si,False
MOV-00242,02/05/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,4752.77,14258.31,12,Si,False
MOV-00431,25/07/2025,REF-114,Valvula de expansion,Control,Occidente,2.0,1429.47,2858.94,11,No,False
MOV-00815,04/01/2025,REF-108,Empaque de puerta,Sello,Centro,2.0,496.0,992.0,7,Si,False
MOV-01248,18/12/2025,REF-108,Empaque de puerta,Sello,Bajio,1.0,519.57,519.57,7,Si,False
MOV-01228,09/06/2025,REF-116,Motor de damper,Ventilacion,Bajio,1.0,757.99,757.99,10,No,False
MOV-01570,08/04/2025,REF-118,Contactor,Electrico,Norte,1.0,412.44,412.44,5,No,False
MOV-01620,10/08/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,3.0,6377.9,19133.7,14,Si,True
MOV-00631,30/10/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,1.0,1379.89,1379.89,6,Si,False
MOV-00097,06/08/2025,REF-114,Valvula de expansion,Control,Occidente,3.0,1368.63,4105.89,11,No,False
MOV-00468,03/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,3.0,1035.14,3105.42,4,Si,False
MOV-01730,04/12/2025,REF-116,Motor de damper,Ventilacion,Occidente,2.0,894.52,1789.04,10,No,True
MOV-01517,26/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,4.0,,5596.72,6,Si,False
MOV-01191,26/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1524.18,1524.18,6,Si,False
MOV-00085,02/08/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,2.0,8336.25,16672.5,18,Si,False
MOV-00702,27/02/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6800.58,13601.16,14,Si,False
MOV-00010,15/06/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,2.0,1015.42,2030.84,4,Si,False
MOV-00605,07/10/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,171.98,343.96,5,No,False
MOV-00879,18/11/2025,REF-108,Empaque de puerta,Sello,Sureste,3.0,510.66,1531.98,7,Si,False
MOV-01340,16/04/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,887.5,887.5,10,No,False
MOV-00774,29/12/2025,REF-110,Ventilador condensador,Ventilacion,Centro,3.0,1148.28,3444.84,9,No,False
MOV-01386,14/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,2.0,911.41,1822.82,4,Si,False
MOV-01163,14/06/2025,REF-115,Resistencia de deshielo,Electrico,Sureste,1.0,598.55,598.55,6,No,True
MOV-00277,06/08/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,2.0,959.94,1919.88,8,No,True
MOV-01409,24/05/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,746.36,1492.72,10,No,False
MOV-01593,10/10/2025,REF-112,Capacitor de arranque,Electrico,Centro,2.0,245.93,491.86,4,No,False
MOV-01373,12/07/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,2.0,8996.72,17993.44,18,Si,False
MOV-00089,11/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,3.0,1028.57,3085.71,4,Si,False
MOV-00091,18/11/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,1.0,4719.12,4719.12,12,Si,False
MOV-00766,20/07/2025,REF-115,Resistencia de deshielo,Electrico,Centro,3.0,593.76,1781.28,6,No,False
MOV-00281,31/05/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6046.29,12092.58,14,Si,False
MOV-01008,09/12/2025,REF-117,Sensor de temperatura,Control,Sureste,2.0,316.86,633.72,4,No,False
MOV-00652,19/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1514.87,1514.87,6,Si,False
MOV-01485,12/06/2025,REF-106,Termostato digital,Control,Sureste,2.0,681.74,1363.48,5,No,False
MOV-01821,20/11/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,1.0,5029.67,5029.67,12,Si,False
MOV-01325,14/10/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,1.0,6833.09,6833.09,14,Si,False
MOV-01944,23/05/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,8264.1,24792.3,18,Si,False
MOV-01227,08/03/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,1.0,5120.31,5120.31,12,Si,False
MOV-01427,19/08/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,4.0,6307.85,25231.4,14,Si,False
MOV-01365,09/03/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,2.0,4986.75,9973.5,12,Si,True
MOV-00993,02/04/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,2.0,4766.54,9533.08,12,Si,False
MOV-00366,02/02/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,174.71,349.42,3,No,False
MOV-00024,12/11/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,890.42,1780.84,10,No,True
MOV-01370,27/06/2025,REF-117,Sensor de temperatura,Control,Bajio,,336.23,336.23,4,No,False
MOV-00677,07/09/2025,REF-113,Filtro deshidratador,Filtro,Sureste,2.0,175.7,351.4,5,No,False
MOV-00999,16/03/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,4706.44,9412.88,12,Si,False
MOV-01190,11/06/2025,REF-112,Capacitor de arranque,Electrico, Centro,2.0,234.33,468.66,4,No,True
MOV-01359,24/07/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,3.0,8500.79,25502.37,18,Si,True
MOV-00311,06/12/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,1.0,8322.15,8322.15,18,Si,False
MOV-01061,07/08/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4656.97,13970.91,12,Si,True
MOV-00641,12/07/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,5416.76,10833.52,12,Si,True
MOV-01378,01/11/2025,REF-106,Termostato digital,Control,Bajio,,659.06,1318.12,5,No,False
MOV-01404,07/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,986.75,986.75,4,Si,False
MOV-00241,22/02/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,1.0,6545.24,6545.24,14,Si,True
MOV-00667,01/11/2025,REF-115,Resistencia de deshielo,Electrico, Centro,3.0,564.06,1692.18,6,No,False
MOV-01343,02/11/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,4693.99,9387.98,12,Si,False
MOV-01894,26/03/2025,REF-118,Contactor,Electrico,Occidente,1.0,478.79,478.79,5,No,False
MOV-01287,12/08/2025,REF-106,Termostato digital,Control,Centro,3.0,663.02,1989.06,5,No,False
MOV-00099,05/08/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6761.89,13523.78,14,Si,False
MOV-00168,01/11/2025,REF-117,Sensor de temperatura,Control,Bajio,1.0,350.13,350.13,4,No,False
MOV-00497,14/07/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,836.59,2509.77,10,No,False
MOV-00276,10/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,2.0,986.98,1973.96,4,Si,False
MOV-01114,22/06/2025,REF-118,Contactor,Electrico,Bajio,2.0,407.09,814.18,5,No,False
MOV-00715,31/01/2025,REF-108,Empaque de puerta,Sello,Occidente,1.0,,480.25,7,Si,False
MOV-01540,25/04/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,508.14,1016.28,7,Si,False
MOV-01847,02/09/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,517.7,1553.1,7,Si,True
MOV-00332,17/09/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,3.0,985.39,2956.17,4,Si,False
MOV-00220,26/09/2025,REF-113,Filtro deshidratador,Filtro,Centro,3.0,160.16,480.48,5,No,False
MOV-00434,04/09/2025,REF-118,Contactor,Electrico,Sureste,,403.79,807.58,5,No,False
MOV-00184,26/01/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,522.7,1568.1,7,Si,False
MOV-01881,04/02/2025,REF-106,Termostato digital,Control,Centro,1.0,701.37,701.37,5,No,False
MOV-00487,20/07/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,1014.84,1014.84,8,No,False
MOV-01683,08/12/2025,REF-112,Capacitor de arranque,Electrico, Centro,1.0,250.86,250.86,4,No,False
MOV-01538,28/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,1.0,1013.06,1013.06,4,Si,True
MOV-00532,09/04/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,3.0,9042.87,27128.61,18,Si,False
MOV-01912,08/07/2025,REF-118,Contactor,Electrico,Centro,2.0,467.1,934.2,5,No,True
MOV-00261,18/08/2025,REF-107,Termostato mecanico,Control,Centro,1.0,281.09,281.09,3,No,False
MOV-00811,02/05/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,3.0,6600.76,19802.28,14,Si,False
MOV-00306,20/12/2025,REF-106,Termostato digital,Control,Bajio,3.0,651.12,1953.36,5,No,False
MOV-01855,21/02/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,8864.88,17729.76,18,Si,True
MOV-01727,21/01/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,2.0,5465.38,10930.76,12,Si,True
MOV-01650,02/07/2025,REF-105,Gas refrigerante R-404a,Refrigerante,BAJIO,3.0,1544.8,4634.4,6,Si,True
MOV-00197,30/11/2025,REF-115,Resistencia de deshielo,Electrico,Centro,1.0,541.91,541.91,6,No,False
MOV-01165,01/04/2025,REF-114,Valvula de expansion,Control,Bajio,3.0,1339.29,4017.87,11,No,False
MOV-01619,18/01/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,2.0,9287.4,18574.8,18,Si,False
MOV-01147,07/08/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,1.0,4885.45,4885.45,12,Si,False
MOV-00495,06/08/2025,REF-117,Sensor de temperatura,Control,Norte,3.0,336.42,1009.26,4,No,False
MOV-00111,15/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,3.0,1046.02,3138.06,4,Si,False
MOV-01109,18/01/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1445.7,4337.1,6,Si,True
MOV-01801,14/12/2025,REF-115,Resistencia de deshielo,Electrico,Occidente,1.0,607.18,607.18,6,No,False
MOV-00514,08/12/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,1.0,6402.56,6402.56,14,Si,False
MOV-00692,19/02/2025,REF-110,Ventilador condensador,Ventilacion,Centro,1.0,1101.11,1101.11,9,No,False
MOV-01507,31/07/2025,REF-118,Contactor,Electrico,Norte,2.0,454.9,909.8,5,No,False
MOV-00370,09/02/2025,REF-114,Valvula de expansion,Control,Centro,3.0,,4383.69,11,No,False
MOV-01636,07/11/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,1.0,5333.28,5333.28,12,Si,False
MOV-00794,04/05/2025,REF-110,Ventilador condensador,Ventilacion,Norte,1.0,1129.46,1129.46,9,No,False
MOV-01099,28/11/2025,REF-106,Termostato digital,Control,Centro,1.0,660.3,660.3,5,No,False
MOV-01544,19/02/2025,REF-107,Termostato mecanico,Control,Bajio,1.0,278.78,278.78,3,No,False
MOV-01994,08/07/2025,REF-102,Compresor 1/2 HP,Compresor,SURESTE,4.0,7034.8,28139.2,14,Si,False
MOV-00927,02/01/2025,REF-114,Valvula de expansion,Control,Occidente,2.0,1423.56,2847.12,11,No,False
MOV-00274,16/09/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,510.86,510.86,7,Si,False
MOV-00397,23/07/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,545.6,545.6,7,Si,False
MOV-01179,04/09/2025,REF-113,Filtro deshidratador,Filtro,Centro,3.0,176.37,529.11,5,No,False
MOV-01470,11/11/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,3.0,5473.85,16421.55,12,Si,True
MOV-01216,05/01/2025,REF-101,Compresor 1/3 HP,Compresor, Centro,3.0,4617.87,13853.61,12,Si,False
MOV-00798,18/11/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,3.0,1027.87,3083.61,9,No,False
MOV-01299,05/10/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,2.0,1399.6,2799.2,6,Si,False
MOV-01212,28/12/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1502.58,4507.74,6,Si,False
MOV-01075,01/04/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,5283.8,15851.4,12,Si,True
MOV-01063,26/11/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,3.0,1122.41,3367.23,9,No,True
MOV-00962,09/03/2025,REF-117,Sensor de temperatura,Control,Bajio,2.0,341.26,682.52,4,No,False
MOV-00419,27/10/2025,REF-112,Capacitor de arranque,Electrico,Sureste,2.0,237.8,475.6,4,No,False
MOV-01469,30/01/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,3.0,1000.56,3001.68,4,Si,False
MOV-01233,10/08/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,461.06,1383.18,7,Si,False
MOV-00376,05/05/2025,REF-106,Termostato digital,Control,Norte,1.0,668.79,668.79,5,No,False
MOV-00464,10/09/2025,REF-117,Sensor de temperatura,Control,Bajio,3.0,327.48,982.44,4,No,False
MOV-00471,10/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,5.0,1488.36,7441.8,6,Si,False
MOV-01542,05/10/2025,REF-107,Termostato mecanico,Control,Centro,2.0,312.95,625.9,3,No,False
MOV-01100,09/12/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,-3.0,4833.16,14499.48,12,Si,False
MOV-01273,07/08/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,3.0,974.76,2924.28,8,No,False
MOV-00560,05/05/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,985.86,985.86,8,No,False
MOV-00303,28/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1412.63,4237.89,6,Si,False
MOV-00583,11/12/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,1.0,9006.14,9006.14,18,Si,False
MOV-01270,07/07/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,5.0,1009.01,5045.05,4,Si,False
MOV-01059,18/09/2025,REF-113,Filtro deshidratador,Filtro,Sureste,3.0,161.97,485.91,5,No,False
MOV-01762,23/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1526.01,4578.03,6,Si,False
MOV-00799,15/09/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,1.0,8035.46,8035.46,18,Si,False
MOV-00012,25/05/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,4.0,9200.21,36800.84,18,Si,False
MOV-01857,05/10/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,2.0,974.82,1949.64,4,Si,False
MOV-01687,20/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1430.79,2861.58,6,Si,False
MOV-01510,26/07/2025,REF-107,Termostato mecanico,Control,Norte,1.0,323.15,323.15,3,No,False
MOV-01487,06/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1572.81,4718.43,6,Si,True
MOV-00539,19/03/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,1.0,969.23,969.23,8,No,False
MOV-00628,02/06/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,193.04,193.04,3,No,False
MOV-00282,26/02/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,2.0,8219.34,16438.68,18,Si,True
MOV-01278,17/06/2025,REF-102,Compresor 1/2 HP,Compresor,Sureste,3.0,6832.34,20497.02,14,Si,True
MOV-00984,14/02/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,2.0,963.21,1926.42,8,No,False
MOV-01732,03/10/2025,REF-106,Termostato digital,Control,Norte,1.0,605.41,605.41,5,No,False
MOV-00481,07/12/2025,REF-116,Motor de damper,Ventilacion,Sureste,2.0,746.58,1493.16,10,No,False
MOV-01480,06/05/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,3.0,1011.34,3034.02,9,No,True
MOV-00224,22/12/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,7038.17,14076.34,14,Si,False
MOV-01602,11/10/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,3.0,8915.29,26745.87,18,Si,False
MOV-00673,23/07/2025,REF-114,Valvula de expansion,Control,Norte,3.0,1479.13,4437.39,11,No,False
MOV-01244,07/08/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,3.0,993.25,2979.75,8,No,False
MOV-00967,21/10/2025,REF-111,Rele de arranque,Electrico,Norte,2.0,204.96,409.92,3,No,False
MOV-01450,13/08/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,1.0,985.27,985.27,4,Si,False
MOV-01394,29/11/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,1.0,6116.1,6116.1,14,Si,False
MOV-01150,03/04/2025,REF-108,Empaque de puerta,Sello,Bajio,1.0,,531.67,7,Si,False
MOV-01094,10/12/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,3.0,6382.83,19148.49,14,Si,False
MOV-00606,01/07/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,3.0,879.67,2639.01,8,No,False
MOV-00995,16/09/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,818.65,2455.95,10,No,False
MOV-00581,03/08/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,185.08,185.08,3,No,False
MOV-01046,23/03/2025,REF-113,Filtro deshidratador,Filtro,Centro,2.0,167.37,334.74,5,No,False
MOV-00078,27/11/2025,REF-115,Resistencia de deshielo,Electrico,Centro,2.0,582.69,1165.38,6,No,False
MOV-00548,15/07/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,3.0,968.43,2905.29,8,No,True
MOV-00257,30/08/2025,REF-112,Capacitor de arranque,Electrico,Bajio,2.0,248.18,496.36,4,No,False
MOV-00749,02/01/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,1.0,603.08,603.08,6,No,False
MOV-00182,15/01/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,3.0,966.67,2900.01,8,No,False
MOV-01905,03/01/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,1.0,967.65,967.65,8,No,False
MOV-00827,12/05/2025,REF-113,Filtro deshidratador,Filtro,Norte,3.0,173.9,521.7,5,No,True
MOV-00126,21/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,1.0,1566.28,1566.28,6,Si,False
MOV-01253,11/09/2025,REF-106,Termostato digital,Control,Sureste,1.0,606.57,606.57,5,No,False
MOV-00758,05/06/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5102.41,15307.23,12,Si,False
MOV-01067,30/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,965.43,1930.86,4,Si,False
MOV-01541,18/01/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5049.73,15149.19,12,Si,True
MOV-01597,03/05/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4652.15,13956.45,12,Si,True
MOV-00577,10/04/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,5405.8,16217.4,12,Si,False
MOV-01576,08/07/2025,REF-115,Resistencia de deshielo,Electrico,Norte,1.0,589.29,589.29,6,No,True
MOV-00622,11/11/2025,REF-106,Termostato digital,Control,Occidente,-1.0,667.16,667.16,5,No,False
MOV-00768,28/08/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,3.0,5065.15,15195.45,12,Si,False
MOV-01768,27/09/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,3.0,1041.62,3124.86,4,Si,False
MOV-01399,20/12/2025,REF-107,Termostato mecanico,Control,Bajio,2.0,309.82,619.64,3,No,False
MOV-01230,14/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,1054.76,1054.76,4,Si,False
MOV-01341,17/08/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,163.79,327.58,5,No,False
MOV-00660,26/06/2025,REF-117,Sensor de temperatura,Control,Norte,2.0,332.87,665.74,4,No,True
MOV-01031,14/10/2025,REF-111,Rele de arranque,Electrico,Occidente,2.0,201.33,402.66,3,No,False
MOV-02086,02/12/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,2.0,6386.98,12773.96,14,Si,False
MOV-00803,28/07/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,5.0,5151.37,25756.85,12,Si,False
MOV-01871,08/01/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,7103.91,14207.82,14,Si,False
MOV-00845,04/03/2025,REF-107,Termostato mecanico,Control,Centro,1.0,284.37,284.37,3,No,False
MOV-01518,08/10/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,948.59,948.59,4,Si,False
MOV-01865,18/07/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,5.0,5940.05,29700.25,14,Si,False
MOV-01525,31/07/2025,REF-117,Sensor de temperatura,Control,Centro,1.0,317.05,317.05,4,No,False
MOV-01091,18/10/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,1.0,6321.67,6321.67,14,Si,False
MOV-01895,18/05/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,866.12,866.12,10,No,False
MOV-00260,03/07/2025,REF-110,Ventilador condensador,Ventilacion,Norte,3.0,1192.04,3576.12,9,No,False
MOV-00283,05/03/2025,REF-107,Termostato mecanico,Control,Bajio,3.0,295.0,885.0,3,No,False
