folio,fecha_apertura,fecha_cierre,cliente,region,tipo_equipo,tipo_servicio,falla_reportada,tecnico_id,requiere_refaccion,horas_respuesta,costo_servicio,reincidencia_30d,estatus
F-202500641,2025-09-02 10:00,2025-09-02 23:24,Cliente 035,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-021,Si,13.4,6399.76,Si,Cerrado
F-202500241,2025-02-21 15:00,2025-02-22 04:12,Cliente 008,Occidente,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-028,No,13.2,4389.7,No,Cerrado
F-202500667,2025-07-03 15:00,2025-07-05 07:18,Cliente 039,Bajio,Camara fria,Correctivo,Termostato descalibrado,TEC-023,No,40.3,4490.54,No,Cerrado
F-202501228,2025-12-26 07:00,2025-12-27 07:42,Cliente 045,Bajio,Camara fria,Preventivo,Mantenimiento programado,TEC-023,No,24.7,1411.52,No,Cerrado
F-202500099,2025-08-21 12:00,2025-08-23 16:36,Cliente 045,Bajio,Camara fria,Correctivo,Termostato descalibrado,TEC-011,Si,52.6,9900.32,No,Cerrado
F-202500168,2025-03-02 14:00,2025-03-06 12:48,Cliente 046,Centro,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-023,Si,94.8,18406.46,No,Cerrado
F-202500497,2025-02-13 13:00,2025-02-16 11:06,Cliente 003,Norte,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-027,Si,70.1,9896.5,No,Cerrado
F-202500276,2025-06-26 18:00,2025-06-28 08:18,Cliente 019,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-026,No,38.3,1151.28,Si,Cerrado
F-202501114,2025-04-17 16:00,2025-04-18 11:24,Cliente 015,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-018,No,19.4,1917.25,No,Cerrado
F-202500715,2025-12-02 15:00,2025-12-03 18:30,Cliente 048,Centro,Vitrina refrigerada,Correctivo,Problema electrico,TEC-004,No,27.5,11663.37,No,Cerrado
F-202501197,2025-09-18 13:00,2025-09-19 12:42,Cliente 052,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-038,No,23.7,2848.4,No,Cerrado
F-202500332,2025-05-16 17:00,2025-05-17 20:36,Cliente 052,Centro,Vitrina refrigerada,Correctivo,Problema electrico,TEC-016,No,27.6,10946.42,No,Cerrado
F-202500220,2025-11-26 18:00,2025-11-29 02:00,Cliente 013,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-024,Si,56.0,4308.9,No,Cerrado
F-202500434,2025-02-17 07:00,2025-02-19 12:06,Cliente 044,Centro,Congelador horizontal,Correctivo,Problema electrico,TEC-012,Si,53.1,18541.88,No,Cerrado
F-202501373,2025-06-14 09:00,2025-06-16 02:54,Cliente 012,Occidente,Maquina de hielo,Correctivo,Puerta / empaque danado,TEC-030,Si,41.9,4483.2,Si,Cerrado
F-202501219,2025-10-23 14:00,2025-10-27 01:36,Cliente 040,Occidente,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-006,Si,83.6,17288.04,No,Cerrado
F-202500487,2025-05-02 14:00,2025-05-03 02:42,Cliente 044,Centro,Camara fria,Correctivo,Puerta / empaque danado,TEC-025,No,12.7,10425.34,Si,Cerrado
F-202500532,2025-03-02 12:00,2025-03-03 07:06,Cliente 042,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-013,No,19.1,1174.98,No,Cerrado
F-202501236,2025-05-07 07:00,2025-05-09 06:48,Cliente 040,Bajio,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-027,Si,47.8,14390.57,No,Cerrado
F-202500261,2025-10-17 14:00,2025-10-18 11:54,Cliente 056,Centro,Camara fria,Correctivo,Fuga de refrigerante,TEC-006,No,21.9,6888.08,No,Cerrado
F-202500811,2025-01-17 15:00,2025-01-18 14:54,Cliente 054,Sureste,Camara fria,Correctivo,Problema electrico,TEC-006,No,23.9,12834.57,Si,Cerrado
F-202500306,2025-02-21 17:00,2025-02-23 15:06,Cliente 030,Sureste,Camara fria,Correctivo,Problema electrico,TEC-029,No,46.1,7654.86,No,Cerrado
F-202501201,2025-11-17 17:00,2025-11-18 05:00,Cliente 025,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-002,No,12.0,2268.98,No,Cerrado
F-202500197,2025-05-06 14:00,2025-05-07 22:24,Cliente 002,Centro,Camara fria,Correctivo,Falla de compresor,TEC-026,No,32.4,2972.73,No,Cerrado
F-202500495,2025-04-16 08:00,2025-04-18 17:36,Cliente 004,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-034,Si,57.6,7336.35,No,Cerrado
F-202500111,2025-04-12 11:00,2025-04-14 10:30,Cliente 054,Centro,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-037,Si,47.5,10602.6,No,Cerrado
F-202501109,2025-12-10 11:00,2025-12-11 04:24,Cliente 020,Norte,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-033,No,17.4,9495.89,Si,Cerrado
F-202500514,2025-10-26 16:00,2025-10-28 02:00,Cliente 052,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-023,No,34.0,1777.56,No,Cerrado
F-202500692,2025-10-18 10:00,2025-10-19 22:42,Cliente 006,Occidente,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-011,No,36.7,7216.71,No,Cerrado
F-202500370,2025-10-09 09:00,2025-10-12 08:54,Cliente 059,OCCIDENTE,Camara fria,Correctivo,Fuga de refrigerante,TEC-010,Si,71.9,7159.6,No,Cerrado
F-202500794,2025-10-29 09:00,2025-10-30 13:12,Cliente 021,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-023,No,28.2,7630.86,No,Cerrado
F-202501099,2025-01-16 07:00,2025-01-17 17:06,Cliente 024,Occidente,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-032,Si,34.1,16318.51,No,Cerrado
F-202500927,2025-07-17 11:00,2025-07-19 07:36,Cliente 058,Centro,Maquina de hielo,Correctivo,Puerta / empaque danado,TEC-036,No,44.6,3427.83,No,Cerrado
F-202500274,2025-12-16 16:00,2025-12-16 23:30,Cliente 031,Centro,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-024,No,7.5,12184.16,No,Cerrado
F-202500397,2025-01-17 18:00,2025-01-18 23:12,Cliente 012,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-020,No,29.2,7615.67,No,Cerrado
F-202500114,2025-06-17 10:00,2025-06-18 05:30,Cliente 020,Occidente,Camara fria,Preventivo,Mantenimiento programado,TEC-035,No,19.5,1381.39,No,Cerrado
F-202500798,2025-06-17 17:00,2025-06-20 00:24,Cliente 044,Bajio,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-033,Si,55.4,8827.14,No,Cerrado
F-202501075,2025-06-20 08:00,2025-06-22 21:06,Cliente 015,Bajio,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-025,Si,61.1,10012.75,No,Cerrado
F-202501063,2025-02-22 12:00,2025-02-24 10:48,Cliente 035,Centro,Camara fria,Correctivo,Problema electrico,TEC-013,Si,46.8,14815.04,No,En proceso
F-202500962,2025-05-30 16:00,2025-05-31 21:42,Cliente 023,Centro,Refrigerador vertical,Instalacion,Falla de compresor,TEC-008,No,29.7,5886.52,No,Cerrado
F-202500419,2025-04-19 08:00,2025-04-22 21:36,Cliente 054,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-013,Si,85.6,,No,En proceso
F-202500376,2025-02-04 08:00,2025-02-05 11:12,Cliente 040,Norte,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-031,Si,27.2,13178.07,No,Cerrado
F-202500464,2025-06-02 11:00,2025-06-04 15:12,Cliente 060,Norte,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-012,No,52.2,7155.47,No,Cerrado
F-202500471,2025-09-27 07:00,2025-09-28 02:36,Cliente 031,Centro,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-009,No,19.6,7788.59,No,Cerrado
F-202501100,2025-06-08 18:00,2025-06-10 01:48,Cliente 058,Bajio,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-028,No,31.8,10984.4,No,cerrado
F-202500560,2025-11-07 09:00,2025-11-10 23:36,Cliente 058,Norte,Camara fria,Instalacion,Termostato descalibrado,TEC-011,Si,86.6,7559.22,No,Cerrado
F-202500303,2025-01-04 15:00,2025-01-06 15:54,Cliente 004,Bajio,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-029,No,48.9,9497.71,No,Cerrado
F-202500583,2025-02-08 07:00,2025-02-09 09:54,Cliente 045,Occidente,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-033,Si,26.9,7429.02,Si,Cerrado
F-202500799,2025-04-26 13:00,2025-04-27 11:42,Cliente 035,Centro,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-014,No,22.7,9587.5,No,Cerrado
F-202500012,2025-12-23 13:00,2025-12-26 02:36,Cliente 006,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-022,Si,61.6,6264.94,No,Cerrado
F-202501202,2025-06-24 09:00,2025-06-25 15:48,Cliente 022,Norte,Refrigerador vertical,Correctivo,Falla de compresor,TEC-020,No,,8229.66,Si,Cerrado
F-202500539,2025-07-17 18:00,2025-07-23 08:30,Cliente 046,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-009,Si,134.5,7986.83,No,Cerrado
F-202500628,2025-05-15 18:00,2025-05-16 13:12,Cliente 007,Bajio,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-011,No,19.2,10060.69,No,Cerrado
F-202500282,2025-06-27 07:00,2025-06-27 17:00,Cliente 030,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-028,No,10.0,1444.18,No,Cerrado
F-202500984,2025-08-25 11:00,2025-08-25 23:54,Cliente 020,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-005,No,12.9,1673.1,No,Cerrado
F-202500829,2025-11-12 10:00,2025-11-13 16:30,Cliente 003,Centro,Camara fria,Correctivo,Fuga de refrigerante,TEC-021,Si,30.5,6444.34,No,Cerrado
F-202500224,2025-03-15 07:00,2025-03-16 08:12,Cliente 046,Centro,Camara fria,Correctivo,Acumulacion de hielo,TEC-021,No,25.2,11602.48,No,Cerrado
F-202500673,2025-08-21 11:00,2025-08-22 03:18,Cliente 030,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,No,16.3,1083.88,No,Cerrado
F-202500967,2025-08-08 11:00,2025-08-10 16:48,Cliente 018,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-026,Si,53.8,13061.38,No,Cerrado
F-202501150,2025-11-07 08:00,2025-11-09 15:12,Cliente 014,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-017,Si,55.2,12401.82,No,Cerrado
F-202501094,2025-05-24 14:00,2025-05-26 09:06,Cliente 014,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-030,No,43.1,2158.71,No,Cerrado
F-202500611,2025-11-01 12:00,2025-11-02 21:06,Cliente 005,Centro,Camara fria,Correctivo,Termostato descalibrado,,No,33.1,5771.86,No,Cerrado
F-202500995,2025-07-13 12:00,2025-07-14 03:48,Cliente 059,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-003,No,15.8,2564.8,No,Cerrado
F-202500581,2025-02-04 14:00,2025-02-05 17:36,Cliente 041,Occidente,Refrigerador vertical,Correctivo,Problema electrico,TEC-005,No,27.6,4318.1,No,Cerrado
F-202501046,2025-02-26 17:00,2025-02-28 18:48,Cliente 030,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-027,Si,49.8,5551.12,No,Cerrado
F-202500078,2025-03-24 11:00,2025-03-24 22:54,Cliente 010,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-002,No,11.9,2283.95,Si,Cerrado
F-202500548,2025-08-04 18:00,2025-08-05 16:00,Cliente 037,Sureste,Camara fria,Correctivo,Acumulacion de hielo,TEC-006,No,22.0,10366.22,No,Cerrado
F-202500833,2025-06-15 18:00,2025-06-18 22:18,Cliente 038,Centro,Camara fria,Correctivo,Falla de compresor,TEC-038,Si,76.3,14154.98,No,Cerrado
F-202500749,2025-04-25 17:00,2025-04-26 01:06,Cliente 039,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-007,No,8.1,1623.76,No,Cerrado
F-202500827,2025-09-06 17:00,2025-09-09 11:54,Cliente 005,Norte,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-007,Si,66.9,18826.84,No,Cerrado
F-202500126,2025-07-26 07:00,2025-07-28 23:30,Cliente 032,Centro,Camara fria,Correctivo,Falla de compresor,TEC-021,No,64.5,5720.61,No,Cerrado
F-202500758,2025-05-20 14:00,2025-05-22 18:48,Cliente 003,Centro,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-007,Si,52.8,17444.43,No,Cerrado
F-202501067,2025-12-04 10:00,2025-12-06 13:18,Cliente 048,Occidente,Camara fria,Correctivo,Falla de compresor,TEC-012,Si,51.3,15931.27,No,Cerrado
F-202500577,2025-12-04 18:00,2025-12-05 13:24,Cliente 052,Bajio,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-029,No,19.4,11958.26,No,Cerrado
F-202500622,2025-06-24 14:00,2025-06-25 11:00,Cliente 043,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-037,Si,21.0,6615.1,No,Cerrado
F-202500768,2025-06-24 17:00,2025-06-25 22:42,Cliente 050,Bajio,Refrigerador vertical,Correctivo,Problema electrico,TEC-013,No,29.7,1887.26,Si,Cerrado
F-202500978,2025-07-28 08:00,2025-07-30 13:24,Cliente 046,Norte,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-014,Si,53.4,14641.36,No,Cerrado
F-202501031,2025-06-27 08:00,2025-06-27 23:00,Cliente 024,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,15.0,1190.15,No,Cerrado
F-202501292,2025-11-10 14:00,2025-11-10 23:30,Cliente 047,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,,No,9.5,,No,Cerrado
F-202500803,2025-07-08 07:00,2025-07-09 05:48,Cliente 018,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,22.8,1664.69,No,Cerrado
F-202500845,2025-01-02 15:00,2025-01-04 03:06,Cliente 024,Bajio,Congelador horizontal,Correctivo,Problema electrico,TEC-028,No,36.1,9594.62,No,Cerrado
F-202501208,2025-09-21 10:00,2025-09-23 00:30,Cliente 020,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-008,Si,,14134.41,No,Cerrado
F-202500102,2025-03-14 10:00,2025-03-14 20:06,Cliente 047,Sureste,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-034,No,10.1,,No,Cerrado
F-202501229,2025-02-26 14:00,2025-02-27 01:18,Cliente 005,Centro,Refrigerador vertical,Instalacion,Termostato descalibrado,TEC-035,No,11.3,1716.21,Si,En proceso
F-202500260,2025-08-03 10:00,2025-08-04 09:18,Cliente 009,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-012,No,23.3,2203.24,No,Cerrado
F-202500283,2025-09-02 07:00,2025-09-03 09:30,Cliente 042,Occidente,Camara fria,Preventivo,Mantenimiento programado,TEC-002,Si,26.5,5879.43,No,Cerrado
F-202500635,2025-03-08 18:00,2025-03-10 01:42,Cliente 011,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-034,No,,5164.63,No,Cerrado
F-202501350,2025-08-06 18:00,2025-08-08 00:24,Cliente 034,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-002,No,30.4,7989.86,Si,Cerrado
F-202500475,2025-08-20 11:00,2025-08-21 03:42,Cliente 057,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-034,No,16.7,1262.56,No,Cerrado
F-202500456,2025-07-22 17:00,2025-07-23 10:42,Cliente 002,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-010,No,17.7,1380.14,No,Cerrado
F-202500321,2025-04-28 08:00,2025-05-01 07:12,Cliente 056,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-026,Si,71.2,18137.82,No,Cerrado
F-202500435,2025-06-08 11:00,2025-06-09 05:54,Cliente 055,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-016,No,18.9,2061.77,No,Cerrado
F-202501381,2025-12-24 10:00,2025-12-24 17:06,Cliente 056,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-020,No,7.1,1382.56,No,Cerrado
F-202500300,2025-01-08 18:00,2025-01-09 10:18,Cliente 046,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-037,No,16.3,2275.12,No,Cerrado
F-202500437,2025-07-27 18:00,2025-07-28 17:06,Cliente 046,Centro,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-013,No,23.1,9495.41,No,Cerrado
F-202501303,2025-09-13 09:00,2025-09-14 06:00,Cliente 043,Bajio,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-007,No,21.0,2835.18,No,Cerrado
F-202500439,2025-01-30 09:00,2025-02-01 07:30,Cliente 021,Occidente,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-012,No,46.5,6925.24,No,Cerrado
F-202500326,2025-03-26 16:00,2025-03-29 13:48,Cliente 043,centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-029,Si,69.8,7296.01,No,Cerrado
F-202500404,2025-12-21 10:00,2025-12-22 10:42,Cliente 020,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-023,No,24.7,2261.78,No,Cerrado
F-202500565,2025-11-21 16:00,2025-11-23 18:00,Cliente 037,Norte,Refrigerador vertical,Correctivo,Falla de compresor,TEC-019,No,50.0,1584.87,No,Cerrado
F-202500293,2025-12-15 14:00,2025-12-16 01:12,Cliente 015,centro,Vitrina refrigerada,Instalacion,Termostato descalibrado,TEC-001,No,11.2,11589.04,No,Cerrado
F-202500279,2025-01-24 18:00,2025-01-25 03:30,Cliente 015,Occidente,Camara fria,Preventivo,Mantenimiento programado,TEC-007,No,9.5,2251.64,No,Cerrado
F-202500656,2025-07-14 11:00,2025-07-16 11:48,Cliente 035,Bajio,Vitrina refrigerada,Instalacion,Fuga de refrigerante,TEC-032,Si,48.8,6724.32,No,Cerrado
F-202501244,2025-06-28 12:00,2025-06-30 03:42,Cliente 048,Occidente,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-009,Si,39.7,4193.59,No,Cerrado
F-202500733,2025-12-03 13:00,2025-12-04 05:24,Cliente 048,Sureste,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,16.4,1435.9,No,Cerrado
F-202500554,2025-04-27 12:00,2025-04-30 03:42,Cliente 027,Sureste,Refrigerador vertical,Correctivo,Falla de compresor,TEC-024,Si,63.7,14976.44,No,Cerrado
F-202500095,2025-11-24 11:00,2025-11-25 20:48,Cliente 026,Bajio,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-032,No,33.8,1297.7,No,Cerrado
F-202501354,2025-12-01 14:00,2025-12-03 16:12,Cliente 050,Centro,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-008,No,50.2,6267.57,No,Cerrado
F-202500246,2025-01-31 10:00,2025-02-01 06:54,Cliente 041, Bajio ,Maquina de hielo,Correctivo,Problema electrico,TEC-003,No,20.9,2818.86,No,Cerrado
F-202500946,2025-02-13 10:00,2025-02-14 03:18,Cliente 028,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-001,No,17.3,1709.62,No,Cerrado
F-202501192,2025-04-12 11:00,2025-04-13 19:24,Cliente 008,Sureste,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-016,Si,32.4,13602.84,Si,Cerrado
F-202500776,2025-12-14 16:00,2025-12-16 23:42,Cliente 054,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-015,No,55.7,12062.47,No,Cerrado
F-202500427,2025-11-12 08:00,2025-11-12 17:42,Cliente 013,BAJIO,Camara fria,Preventivo,Mantenimiento programado,TEC-020,No,9.7,998.47,No,Cerrado
F-202501187,2025-02-21 11:00,2025-02-24 01:18,Cliente 046,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-021,Si,62.3,6484.58,No,Cerrado
F-202500150,2025-01-22 07:00,2025-01-24 10:12,Cliente 018,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-020,Si,51.2,5301.08,No,Cerrado
F-202500227,2025-10-23 13:00,2025-10-24 13:18,Cliente 030,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-037,No,24.3,6966.72,No,Cerrado
F-202500866,2025-09-12 08:00,2025-09-12 21:42,Cliente 052,Centro,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-005,No,13.7,7043.57,No,Cerrado
F-202500968,2025-04-26 09:00,2025-04-27 18:36,Cliente 004,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-004,No,33.6,2088.11,No,Cerrado
F-202501119,2025-09-21 08:00,2025-09-22 22:42,Cliente 014,Norte,Camara fria,Correctivo,Termostato descalibrado,TEC-012,No,38.7,11413.41,No,Cerrado
F-202500901,2025-01-02 10:00,2025-01-04 07:24,Cliente 012,Sureste,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-028,Si,45.4,8069.08,No,Cerrado
F-202500700,2025-02-04 09:00,2025-02-04 16:42,Cliente 019,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-025,No,7.7,1230.23,No,Cerrado
F-202500602,2025-10-12 07:00,2025-10-13 11:42,Cliente 002,Bajio,Vitrina refrigerada,Correctivo,Problema electrico,,No,28.7,6164.45,No,Cerrado
F-202501059,2025-06-04 12:00,2025-06-05 15:30,Cliente 006,Centro,Vitrina refrigerada,Correctivo,Puerta / empaque danado,TEC-002,Si,27.5,17239.15,No,Cerrado
F-202500218,2025-02-05 13:00,2025-02-06 21:42,Cliente 039,Norte,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-003,No,32.7,12436.4,No,Cerrado
F-202501097,2025-11-01 16:00,2025-11-03 15:00,Cliente 035,Norte,Refrigerador vertical,Instalacion,Puerta / empaque danado,TEC-028,No,47.0,1671.13,No,Cerrado
F-202500818,2025-02-08 18:00,2025-02-10 04:00,Cliente 037,Sureste,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-030,No,34.0,4831.65,No,Cerrado
F-202500221,2025-02-16 10:00,2025-02-17 11:24,Cliente 026,CENTRO,Refrigerador vertical,Correctivo,Problema electrico,TEC-021,No,25.4,10740.26,No,Cerrado
F-202500214,2025-06-14 15:00,2025-06-16 00:18,Cliente 058,Bajio,Camara fria,Correctivo,Acumulacion de hielo,TEC-035,No,33.3,9449.58,No,Cerrado
F-202501329,2025-09-04 13:00,2025-09-06 09:12,Cliente 041,Bajio,Vitrina refrigerada,Instalacion,Falla de compresor,TEC-028,Si,44.2,2824.45,No,Cerrado
F-202500908,2025-03-05 08:00,2025-03-08 02:48,Cliente 055,Bajio,Camara fria,Correctivo,Fuga de refrigerante,TEC-009,Si,66.8,9032.97,No,Cerrado
F-202500395,2025-09-20 12:00,2025-09-22 20:54,Cliente 016,Sureste,Camara fria,Correctivo,Fuga de refrigerante,TEC-024,Si,56.9,17912.08,No,Cerrado
F-202500368,2025-04-26 12:00,2025-05-01 14:18,Cliente 045,Centro,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-033,Si,122.3,16893.16,No,Cerrado
F-202500925,2025-04-01 15:00,2025-04-03 08:36,Cliente 036,Centro,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-011,Si,,12398.29,No,Cerrado
F-202500013,2025-09-26 10:00,2025-09-29 05:42,Cliente 005,Occidente,Camara fria,Correctivo,Fuga de refrigerante,TEC-003,Si,67.7,7041.99,No,Cerrado
F-202501319,2025-06-13 13:00,2025-06-15 13:54,Cliente 015,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-028,Si,48.9,8241.12,No,Cerrado
F-202501223,2025-12-17 08:00,2025-12-17 16:36,Cliente 015,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-019,No,8.6,1405.86,No,Cerrado
F-202500235,2025-06-29 11:00,2025-07-02 06:42,Cliente 020,Sureste,Maquina de hielo,Correctivo,Termostato descalibrado,TEC-009,No,67.7,4901.93,No,Cerrado
F-202500696,2025-04-03 16:00,2025-04-04 04:30,Cliente 002,Bajio,Vitrina refrigerada,Correctivo,Acumulacion de hielo,TEC-026,No,12.5,11090.17,Si,Cerrado
F-202501085,2025-03-15 11:00,2025-03-17 01:18,Cliente 006,Occidente,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-030,No,38.3,12408.78,No,Cerrado
F-202501345,2025-03-10 09:00,2025-03-10 17:54,Cliente 043,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-024,No,8.9,6937.77,No,Cerrado
F-202501268,2025-05-17 18:00,2025-05-19 18:54,Cliente 042,Centro,Camara fria,Correctivo,Falla de compresor,TEC-009,Si,48.9,7277.8,No,Cerrado
F-202500064,2025-12-20 07:00,2025-12-20 22:42,Cliente 058,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-007,No,15.7,1789.04,No,Cerrado
F-202500735,2025-03-18 12:00,2025-03-18 16:24,Cliente 058,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-006,No,4.4,2167.7,No,Cerrado
F-202501024,2025-11-04 16:00,2025-11-04 23:54,Cliente 018,Centro,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-015,No,7.9,4236.07,No,Cerrado
F-202500965,2025-12-13 16:00,2025-12-14 17:48,Cliente 035,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-005,No,25.8,881.96,No,Cerrado
F-202500608,2025-07-07 08:00,2025-07-09 06:12,Cliente 010,Centro,Congelador horizontal,Correctivo,Problema electrico,TEC-031,No,46.2,1574.41,No,Cerrado
F-202500014,2025-10-05 16:00,2025-10-08 03:30,Cliente 042,Sureste,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-003,No,59.5,7171.55,No,Cerrado
F-202500840,2025-11-29 17:00,2025-12-01 03:06,Cliente 027,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-037,Si,34.1,5573.7,No,Cerrado
F-202500436,2025-02-15 08:00,2025-02-16 22:12,Cliente 040,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-008,No,,4423.0,No,Cerrado
F-202500018,2025-02-16 12:00,2025-02-19 02:18,Cliente 021,Norte,Camara fria,Correctivo,Fuga de refrigerante,TEC-017,Si,62.3,8725.03,Si,Cerrado
F-202500765,2025-05-12 18:00,2025-05-13 19:54,Cliente 030,Occidente,Maquina de hielo,Correctivo,Falla de compresor,TEC-010,No,25.9,10083.92,No,Cerrado
F-202500349,2025-03-07 16:00,2025-03-07 23:48,Cliente 035,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-013,No,7.8,1755.95,No,Cerrado
F-202500208,2025-12-20 14:00,2025-12-23 03:24,Cliente 032,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-029,Si,61.4,5778.5,No,Cerrado
F-202501115,2025-03-12 08:00,2025-03-12 19:06,Cliente 011,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-020,No,11.1,4502.17,No,Cerrado
F-202500342,2025-04-17 15:00,2025-04-18 15:42,Cliente 025,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-031,Si,24.7,10898.64,No,En proceso
